condition,time_s,mean_joint_motion_deg,sample_sd_deg
MAIN_NS8_ksigma_2p0_20N_200mm,2.5499999999999998,0.076134985333333349,0.015164957924920284
MAIN_NS8_ksigma_2p0_20N_200mm,2.5999999999999996,0.076161013333333319,0.014756240899706513
MAIN_NS8_ksigma_2p0_20N_200mm,2.6500000000000004,0.075964731333333327,0.015052336562298305
MAIN_NS8_ksigma_2p0_20N_200mm,2.7000000000000002,0.076549753000000012,0.015249843555674913
MAIN_NS8_ksigma_2p0_20N_200mm,2.75,0.075790072,0.01470413161478124
MAIN_NS8_ksigma_2p0_20N_200mm,2.7999999999999998,0.076074770666666666,0.014822184866366736
MAIN_NS8_ksigma_2p0_20N_200mm,2.8499999999999996,0.076039914,0.014884000605082088
MAIN_NS8_ksigma_2p0_20N_200mm,2.9000000000000004,0.076128258333333323,0.014855050466402073
MAIN_NS8_ksigma_2p0_20N_200mm,2.9500000000000002,0.07647651133333333,0.015292162838077132
MAIN_NS8_ksigma_2p0_20N_200mm,3,0.076403484333333341,0.014871429626291713
MAIN_NS8_ksigma_2p0_20N_200mm,3.0500000000000007,0.076111083333333343,0.014817239513023567
MAIN_NS8_ksigma_2p0_20N_200mm,3.0999999999999996,0.076104490999999996,0.015111084160794907
MAIN_NS8_ksigma_2p0_20N_200mm,3.1500000000000004,0.076101469333333338,0.014915061240636686
MAIN_NS8_ksigma_2p0_20N_200mm,3.1999999999999993,0.075936715666666668,0.014849610656062225
MAIN_NS8_ksigma_2p0_20N_200mm,3.25,0.075665803333333337,0.01479420795634589
MAIN_NS8_ksigma_2p0_20N_200mm,3.3000000000000007,0.075087305666666673,0.014850238871933145
MAIN_NS8_ksigma_2p0_20N_200mm,3.3499999999999996,0.074072615333333328,0.014052833327543986
MAIN_NS8_ksigma_2p0_20N_200mm,3.4000000000000004,0.072190741000000003,0.01322338397732243
MAIN_NS8_ksigma_2p0_20N_200mm,3.4499999999999993,0.067769778999999974,0.010313998003903296
MAIN_NS8_ksigma_2p0_20N_200mm,3.5,0.06377137233333334,0.0099396398274729601
MAIN_NS8_ksigma_2p0_20N_200mm,3.5500000000000007,0.055746196666666671,0.010609277450672224
MAIN_NS8_ksigma_2p0_20N_200mm,3.5999999999999996,0.048373560000000003,0.012042434828614995
MAIN_NS8_ksigma_2p0_20N_200mm,3.6500000000000004,0.042267074999999987,0.013202863825027828
MAIN_NS8_ksigma_2p0_20N_200mm,3.6999999999999993,0.03637294533333333,0.012373478811717452
MAIN_NS8_ksigma_2p0_20N_200mm,3.75,0.032380145000000006,0.010833413558510915
MAIN_NS8_ksigma_2p0_20N_200mm,3.8000000000000007,0.029304195666666661,0.01053881470011152
MAIN_NS8_ksigma_2p0_20N_200mm,3.8499999999999996,0.022660812999999985,0.011671768579560735
MAIN_NS8_ksigma_2p0_20N_200mm,3.9000000000000004,0.015383734333333324,0.01482801893576011
MAIN_NS8_ksigma_2p0_20N_200mm,3.9499999999999993,0.013490935000000001,0.018529964068302682
MAIN_NS8_ksigma_2p0_20N_200mm,4,0.0064491479999999974,0.023603945083026875
