t_contact_s,theta_err_t1_deg
0.122,9.236090008
0.123,9.235820581
0.124,9.235733503
0.125,9.235430669
0.126,9.235238412
0.127,9.235022281
0.128,9.234886617
0.129,9.234734382
0.13,9.23452541
0.131,9.23421574
0.132,9.234086134
0.133,9.233918412
0.134,9.233807916
0.135,9.23371124
0.136,9.233443153
0.137,9.233345175
0.138,9.233109238
0.139,9.233147826
0.14,9.232830701
0.141,9.232720667
0.142,9.232651654
0.143,9.232482289
0.144,9.232287482
0.145,9.23222693
0.146,9.232040351
0.147,9.23191254
0.148,9.231668858
0.149,9.231512005
0.15,9.23144171
0.151,9.231266951
0.152,9.231070544
0.153,9.230910883
0.154,9.230764924
0.155,9.230595375
0.156,9.230384105
0.157,9.230132361
0.158,9.229926295
0.159,9.229770971
0.16,9.229492319
0.161,9.229311258
0.162,9.229179556
0.163,9.228965846
0.164,9.228739312
0.165,9.228531249
0.166,9.228261771
0.167,9.228116417
0.168,9.227939261
0.169,9.227758219
0.17,9.227647297
0.171,9.227478335
0.172,9.227218015
0.173,9.2270897
0.174,9.226835614
0.175,9.226578986
0.176,9.226465681
0.177,9.226383562
0.178,9.226188304
0.179,9.226012073
0.18,9.22580523
0.181,9.225762618
0.182,9.2255977
0.183,9.225333925
0.186,9.224908061
0.187,9.224755
0.188,9.224533691
0.189,9.224355996
0.19,9.22415979
0.191,9.223936193
0.192,9.223711786
0.193,9.223619219
0.194,9.223607615
0.195,9.223379392
0.196,9.223224084
0.197,9.223136843
0.198,9.223024988
0.199,9.222866392
0.2,9.222775648
0.201,9.222742293
0.202,9.222505009
0.203,9.222399659
0.204,9.222257878
0.205,9.222042888
0.206,9.2219068
0.207,9.221732515
0.208,9.221662912
0.209,9.221399326
0.21,9.221215912
0.211,9.221196176
0.212,9.221026616
0.213,9.220729388
0.214,9.220581323
0.215,9.220443275
0.216,9.22025744
0.217,9.219962677
0.218,9.219869936
0.219,9.219781944
0.22,9.219579925
0.221,9.219368665
0.222,9.21927052
0.223,9.219029215
0.224,9.218767034
0.225,9.218709419
0.226,9.218552994
0.227,9.218420377
0.228,9.218240396
0.229,9.218020846
0.23,9.217854609
0.231,9.217637925
0.232,9.217439954
0.233,9.217244255
0.234,9.21706225
0.235,9.216835992
0.236,9.216669844
0.237,9.216448521
0.238,9.216335014
0.239,9.216097638
0.24,9.215915934
0.241,9.215754035
0.242,9.215580781
0.243,9.215587817
0.244,9.215331261
0.245,9.215183823
0.246,9.214955808
0.247,9.214716968
0.248,9.21474948
0.249,9.214547988
0.25,9.214349518
0.251,9.214251209
0.252,9.21418198
0.253,9.214055372
0.254,9.213840085
0.255,9.213755198
0.256,9.213629753
0.257,9.21349148
0.258,9.213326711
0.259,9.213283895
0.26,9.21312651
0.261,9.212991633
0.262,9.21282682
0.263,9.21259335
0.264,9.212536345
0.265,9.212365447
0.266,9.212145811
0.267,9.212005764
0.268,9.211780094
0.269,9.211643489
0.27,9.211586608
0.271,9.211352008
0.272,9.211117045
0.273,9.211000041
0.274,9.210798609
0.275,9.210831515
0.276,9.210548151
0.277,9.21039559
0.278,9.210211532
0.279,9.210079196
0.28,9.209940191
0.281,9.209722493
0.282,9.209513504
0.283,9.209440962
0.284,9.209157264
0.285,9.209150868
0.286,9.208950246
0.287,9.208872014
0.288,9.208785369
0.289,9.208613229
0.29,9.208496503
0.291,9.208391036
0.292,9.208133509
0.293,9.208033474
0.294,9.207847592
0.295,9.207722211
0.296,9.20748887
0.297,9.207427831
0.298,9.207287233
0.299,9.207102766
0.3,9.206945287
0.301,9.206647366
0.302,9.206629744
0.303,9.206420598
0.304,9.206308822
0.305,9.206120392
0.306,9.205996967
0.307,9.205839728
0.308,9.205704711
0.309,9.205427895
0.31,9.20528537
0.311,9.205121986
0.312,9.205021235
0.313,9.204875793
0.314,9.204619598
0.315,9.204350784
0.316,9.204242527
0.317,9.203902564
0.318,9.203782615
0.319,9.203670303
0.32,9.203551627
0.321,9.203349521
0.322,9.203220944
0.323,9.20298863
0.324,9.202869019
0.325,9.202604491
0.326,9.202495612
0.327,9.202286319
0.328,9.202083048
0.329,9.201946427
0.33,9.201673432
0.331,9.201366299
0.332,9.20123116
0.333,9.201083114
0.334,9.200952641
0.335,9.200703886
0.336,9.200526709
0.337,9.200292347
0.338,9.200178448
0.339,9.200054925
0.34,9.199697823
0.341,9.19948428
0.342,9.199195147
0.343,9.199129101
0.344,9.198788038
0.345,9.198675655
0.346,9.198532325
0.347,9.198216963
0.348,9.198170544
0.349,9.198056245
0.35,9.197867459
0.351,9.197758185
0.352,9.197507348
0.353,9.197102492
0.354,9.196883776
0.355,9.196507309
0.356,9.195832059
0.357,9.195301261
0.358,9.194969041
0.359,9.194635937
0.36,9.194421742
0.361,9.194351861
0.362,9.19397447
0.363,9.193983701
0.364,9.194261214
0.365,9.19415225
0.366,9.194407757
0.367,9.194627207
0.368,9.19483906
0.369,9.195171266
0.37,9.195453226
0.371,9.195672609
0.372,9.195812598
0.373,9.195715
0.374,9.195643929
0.375,9.195443037
0.376,9.195278908
0.377,9.195295667
0.378,9.195416172
0.379,9.195552568
0.38,9.195666394
0.381,9.195805426
0.382,9.195860675
0.383,9.19573571
0.384,9.195680164
0.385,9.195452212
0.386,9.195424442
0.387,9.195446261
0.388,9.195416247
0.389,9.19537849
0.39,9.195170772
0.391,9.194962542
0.392,9.194736742
0.393,9.194491435
0.394,9.194231526
0.395,9.193819942
0.396,9.193721537
0.397,9.193543275
0.398,9.193136455
0.399,9.192808834
0.4,9.192643957
0.401,9.192317732
0.402,9.192005185
0.403,9.19195517
0.404,9.191652539
0.405,9.191541964
0.406,9.191284509
0.407,9.191141517
0.408,9.191050865
0.409,9.190985207
0.41,9.190916482
0.411,9.19081599
0.412,9.190627232
0.413,9.190572922
0.414,9.190526658
0.415,9.190639394
0.416,9.190738779
0.419,9.19068699
0.42,9.190731224
0.421,9.190646404
0.422,9.190694898
0.423,9.19064648
0.424,9.190756795
0.425,9.190683867
0.426,9.190773618
0.427,9.190815866
0.428,9.190665219
0.429,9.190673891
0.43,9.190606396
0.431,9.190485758
0.432,9.190433359
0.433,9.190440697
0.434,9.190372138
0.435,9.190307701
0.436,9.19023831
0.437,9.190058904
0.438,9.189957403
0.439,9.189837284
0.44,9.18953205
0.441,9.189502026
0.442,9.189224976
0.443,9.189143538
0.444,9.189011049
0.445,9.188799095
0.446,9.188714533
0.447,9.188570817
0.448,9.188302712
0.449,9.188124357
0.45,9.187809006
0.451,9.1874412
0.452,9.18728905
0.453,9.187155757
0.454,9.186954785
0.455,9.186644625
0.456,9.186511061
0.457,9.186347783
0.458,9.186158168
0.459,9.186011965
0.46,9.185878131
0.461,9.185613158
0.462,9.185421793
0.463,9.185328532
0.464,9.185145832
0.465,9.18500172
0.466,9.184815117
0.467,9.184814185
0.468,9.184650985
0.469,9.184565323
0.47,9.184594996
0.471,9.184522668
0.472,9.184596945
0.473,9.184612849
0.474,9.184593529
0.475,9.184605229
0.476,9.184602653
0.477,9.184512685
0.478,9.184548346
0.479,9.184425874
0.48,9.184345621
0.481,9.184503528
0.482,9.184366537
0.483,9.184379918
0.484,9.184297079
0.485,9.18438572
0.486,9.1842961
0.487,9.184394635
0.488,9.18421166
0.489,9.184201847
0.49,9.184321157
0.491,9.184237303
0.492,9.184112134
0.493,9.184023162
0.494,9.18391653
0.495,9.18400728
0.496,9.183779031
0.497,9.183743555
0.498,9.183751962
0.499,9.183688836
0.5,9.183633836
0.501,9.183506146
0.502,9.183496186
0.503,9.183390078
0.504,9.183603028
0.505,9.183451187
0.506,9.183400919
0.507,9.18325235
0.508,9.183206783
0.509,9.183172101
0.51,9.183078143
0.511,9.183008397
0.512,9.182911957
0.513,9.18292974
0.514,9.182902189
0.515,9.18290343
0.516,9.182869721
0.517,9.182775147
0.518,9.182805708
0.519,9.182593098
0.52,9.182557992
0.521,9.18239521
0.522,9.182364221
0.523,9.182372709
0.524,9.182320949
0.525,9.182273109
0.526,9.182124068
0.527,9.182125091
0.528,9.182079028
0.529,9.182059865
0.53,9.18207578
0.531,9.182144547
0.532,9.182104335
0.533,9.181994821
0.534,9.182123143
0.535,9.18202658
0.536,9.182031324
0.537,9.181910656
0.538,9.181967486
0.539,9.181832915
0.54,9.181836662
0.541,9.181791131
0.542,9.18180454
0.543,9.181869342
0.544,9.181800502
0.545,9.181693521
0.546,9.181751876
0.547,9.18161671
0.548,9.181718189
0.549,9.181590873
0.55,9.181643397
0.551,9.181642492
0.552,9.181464665
0.553,9.181439227
0.554,9.181429492
0.555,9.181416789
0.556,9.181287608
0.557,9.181312706
0.558,9.181172029
0.559,9.1811528
0.56,9.181234542
0.561,9.181304353
0.562,9.181173565
0.563,9.18102081
0.564,9.181041487
0.565,9.181043894
0.566,9.181133949
0.567,9.18104165
0.568,9.180965789
0.569,9.180965583
0.57,9.180978426
0.571,9.180834372
0.572,9.180789496
0.573,9.180721304
0.574,9.180727671
0.575,9.180587882
0.576,9.180479012
0.577,9.18044677
0.578,9.180309266
0.579,9.180332348
0.58,9.180202623
0.581,9.180244306
0.582,9.180160603
0.583,9.180142303
0.584,9.180195894
0.585,9.180145652
0.586,9.180069159
0.587,9.180005171
0.588,9.180071348
0.589,9.180044523
0.59,9.180064628
0.591,9.180034993
0.592,9.179967544
0.593,9.180039995
0.594,9.180015335
0.595,9.180011475
0.596,9.180038393
0.597,9.180079126
0.598,9.179947664
0.599,9.180005262
0.6,9.179916402
0.601,9.17985884
0.602,9.179911771
0.603,9.179879749
0.604,9.17983092
0.605,9.179818493
0.606,9.179817477
0.607,9.179900822
0.608,9.179798201
0.609,9.179756476
0.61,9.1797653
0.611,9.179796773
0.612,9.179793688
0.613,9.179628594
0.614,9.17964853
0.615,9.17966353
0.616,9.179627002
0.617,9.179567474
0.618,9.179585903
0.619,9.179663462
0.62,9.179596582
0.621,9.179557107
0.622,9.179517937
0.623,9.179577509
0.624,9.179551315
0.625,9.17955316
0.626,9.179485889
0.627,9.179547579
0.628,9.179510866
0.629,9.179450208
0.63,9.179404764
0.631,9.179453318
0.632,9.179439275
0.633,9.179365213
0.634,9.179171026
0.635,9.179209495
0.636,9.179145767
0.637,9.179100286
0.638,9.179152702
0.639,9.178969242
0.64,9.17885148
0.641,9.178975468
0.642,9.178913382
0.643,9.178862155
0.644,9.178830844
0.645,9.178755162
0.646,9.178880764
0.647,9.178855952
0.648,9.178863427
0.649,9.178828156
0.65,9.178741943
0.651,9.178817023
0.652,9.17872818
0.653,9.178741356
0.654,9.178776568
0.655,9.1786829
0.656,9.178687419
0.657,9.178823554
0.658,9.178701644
0.659,9.178634734
0.66,9.178599058
0.661,9.178577295
0.662,9.178521684
0.663,9.17850169
0.664,9.178532769
0.665,9.178332922
0.666,9.178429784
0.667,9.17837512
0.668,9.178292999
0.669,9.178305262
0.67,9.178346868
0.671,9.178339285
0.672,9.17822353
0.673,9.178268716
0.674,9.178215726
0.675,9.178184816
0.676,9.178226143
0.677,9.178171315
0.678,9.178239496
0.679,9.1782535
0.68,9.178190759
0.681,9.178166209
0.682,9.178101653
0.683,9.178106578
0.684,9.178073449
0.685,9.178111336
0.686,9.178082016
0.687,9.178067036
0.688,9.178096824
0.689,9.178011261
0.69,9.178046855
0.691,9.177919343
0.692,9.177960793
0.693,9.177868759
0.694,9.177978013
0.695,9.177809078
0.696,9.17783526
0.697,9.177893008
0.698,9.177852324
0.699,9.177803318
0.7,9.177822588
0.701,9.177812403
0.702,9.17774781
0.703,9.177788966
0.704,9.177661031
0.705,9.177696791
0.706,9.17763839
0.707,9.177679363
0.708,9.177679386
0.709,9.177669789
0.71,9.177607306
0.711,9.177575248
0.712,9.177582313
0.713,9.177495345
0.714,9.177556343
0.715,9.177471904
0.716,9.17746596
0.717,9.177515672
0.718,9.177480888
0.719,9.177557957
0.72,9.177369811
0.721,9.177372586
0.722,9.177342602
0.723,9.177174666
0.724,9.17719161
0.725,9.177127379
0.726,9.177098787
0.727,9.177131742
0.728,9.177008574
0.729,9.177162861
0.73,9.177124125
0.731,9.177040537
0.732,9.177044195
0.733,9.177072273
0.734,9.176982156
0.735,9.176876781
0.736,9.176922395
0.737,9.176887189
0.738,9.177008997
0.739,9.176804742
0.74,9.176923323
0.741,9.176887484
0.742,9.176820734
0.743,9.176926507
0.744,9.17684214
0.745,9.176741251
0.746,9.176803043
0.747,9.176695756
0.748,9.176734818
0.749,9.176692121
0.75,9.176737338
0.751,9.176706899
0.752,9.176687507
0.753,9.176659366
0.754,9.176622099
0.755,9.176704711
0.756,9.176637832
0.757,9.176614727
0.758,9.176605235
0.759,9.176609299
0.76,9.176555887
0.761,9.17651149
0.762,9.176552025
0.763,9.176537475
0.764,9.1765614
0.765,9.176630025
0.766,9.176528737
0.767,9.176514009
0.768,9.176515397
0.769,9.176396829
0.77,9.176441675
0.771,9.17645071
0.772,9.176371527
0.773,9.176283194
0.774,9.1762655
0.775,9.176320193
0.776,9.176177022
0.777,9.176185051
0.778,9.176117632
0.779,9.176089368
0.78,9.176001795
0.781,9.176043444
0.782,9.175963139
0.783,9.175999558
0.784,9.175899831
0.785,9.175875303
0.786,9.175801304
0.787,9.175927367
0.79,9.175779108
0.791,9.175728147
0.792,9.175776591
0.793,9.175789745
0.794,9.175682494
0.795,9.175635288
0.796,9.175528543
0.797,9.175603057
0.798,9.175531939
0.799,9.175552988
0.8,9.175555825
0.801,9.1755807
0.802,9.175544709
0.803,9.175479773
0.804,9.175468983
0.805,9.175490838
0.806,9.175462501
0.807,9.175520759
0.808,9.175377397
0.809,9.175361198
0.81,9.175438816
0.811,9.175355692
0.812,9.175267066
0.813,9.175277389
0.814,9.175170904
0.815,9.175138799
0.816,9.175138226
0.817,9.175062301
0.818,9.175105634
0.819,9.175088331
0.82,9.17502709
0.821,9.175146867
0.822,9.175161193
0.823,9.175081915
0.824,9.175041681
0.825,9.174991052
0.826,9.174950086
0.827,9.175012733
0.828,9.174963012
0.829,9.174969569
0.83,9.174882022
0.831,9.174837518
0.832,9.174800955
0.833,9.174812248
0.834,9.174732252
0.835,9.174612185
0.836,9.174606244
0.837,9.174668122
0.838,9.174652692
0.839,9.174641199
0.84,9.174646331
0.841,9.174482908
0.842,9.174545057
0.843,9.174514286
0.844,9.17450408
0.845,9.174332614
0.846,9.17429789
0.847,9.174346045
0.848,9.17429212
0.849,9.174208151
0.85,9.1740607
0.851,9.17415076
0.852,9.174025499
0.853,9.174087531
0.854,9.174050478
0.855,9.173834669
0.856,9.173880248
0.857,9.173643502
0.858,9.173796725
0.859,9.173683561
0.86,9.173581968
0.861,9.173510478
0.862,9.173498784
0.863,9.173431154
0.864,9.173386372
0.865,9.173259136
0.866,9.173144167
0.867,9.173016851
0.868,9.173201571
0.869,9.173199644
0.87,9.173105177
0.871,9.173020199
0.872,9.172929549
0.873,9.173005194
0.874,9.17300923
0.875,9.172990964
0.876,9.172925228
0.877,9.172878288
0.878,9.172829824
0.879,9.172970097
0.88,9.17290101
0.881,9.172723365
0.882,9.172707126
0.883,9.172768786
0.884,9.172744725
0.885,9.172572225
0.886,9.172574347
0.887,9.172589875
0.888,9.172389013
0.889,9.172521307
0.89,9.172458613
0.891,9.172367491
0.892,9.172263067
0.893,9.172376778
0.894,9.172403085
0.895,9.172290768
0.896,9.172143807
0.897,9.172239115
0.898,9.172184364
0.899,9.171937167
0.9,9.172007087
0.901,9.172060281
0.902,9.171882264
0.903,9.171886667
0.904,9.172006343
0.905,9.171861993
0.906,9.171798315
0.907,9.171699913
0.908,9.171748078
0.909,9.17163372
0.91,9.171580825
0.911,9.171538114
0.912,9.171438864
0.913,9.171373582
0.914,9.171364578
0.915,9.171241541
0.916,9.171209355
0.917,9.171212198
0.918,9.171146866
0.919,9.171167489
0.92,9.171002991
0.921,9.170892709
0.922,9.170908548
0.923,9.170989459
0.924,9.170796059
0.925,9.170879282
0.926,9.17087303
0.927,9.17079181
0.928,9.170692328
0.929,9.170606396
0.93,9.170719523
0.931,9.170574991
0.932,9.170426832
0.933,9.170358618
0.934,9.170361472
0.935,9.170173744
0.936,9.170081543
0.937,9.170046399
0.938,9.169972571
0.939,9.169886537
0.94,9.169735448
0.941,9.169801939
0.942,9.169740016
0.943,9.169657004
0.944,9.169567777
0.945,9.169519698
0.946,9.169407397
0.947,9.169415318
0.948,9.169235653
0.949,9.169309169
0.95,9.169171088
0.951,9.169195578
0.952,9.169132504
0.953,9.169020716
0.954,9.168931652
0.955,9.168883589
0.956,9.16891043
0.957,9.168747598
0.958,9.168654724
0.959,9.168641498
0.96,9.168575626
0.961,9.168595346
0.962,9.168426192
0.963,9.168309536
0.964,9.168313202
0.965,9.168200829
0.966,9.168088618
0.967,9.168001168
0.968,9.167902601
0.969,9.16772677
0.97,9.167709304
0.971,9.167576182
0.972,9.167569202
0.973,9.167526493
0.974,9.167389281
0.975,9.167377506
0.976,9.167409271
0.977,9.167300629
0.978,9.167226751
0.979,9.167130252
0.98,9.167119371
0.981,9.166864958
0.982,9.166851153
0.983,9.166779383
0.984,9.166783921
0.985,9.166500349
0.986,9.166428016
0.987,9.166407208
0.988,9.166231745
0.989,9.166071654
0.99,9.16594455
0.991,9.165785516
0.992,9.16568249
0.993,9.165460857
0.994,9.165385447
0.995,9.165316162
0.996,9.165093837
0.997,9.164950545
0.998,9.164802216
0.999,9.164636061
1,9.164524118
1.001,9.164269942
1.002,9.164171028
1.003,9.163854861
1.004,9.163792319
1.005,9.163714212
1.006,9.163602548
1.007,9.163486265
1.008,9.163400784
1.009,9.163336545
1.01,9.163285399
1.011,9.16314403
1.012,9.16307529
1.013,9.162935171
1.014,9.162876778
1.015,9.162786386
1.016,9.162620278
1.017,9.162656874
1.018,9.162484581
1.019,9.162319738
1.02,9.162179067
1.021,9.162046694
1.022,9.161915344
1.023,9.161786027
1.024,9.161796145
1.025,9.161568971
1.026,9.161539464
1.027,9.161505628
1.028,9.161383289
1.029,9.161207078
1.03,9.161192059
1.031,9.160969154
1.032,9.160954445
1.033,9.160959157
1.034,9.160821683
1.035,9.160684999
1.036,9.160754335
1.037,9.160674104
1.038,9.1606109
1.039,9.160592434
1.04,9.160510547
1.041,9.160563758
1.042,9.160485871
1.043,9.16039999
1.044,9.160261425
1.045,9.160219865
1.046,9.160056531
1.047,9.159880687
1.048,9.159916523
1.049,9.159655381
1.05,9.159657768
1.051,9.159458957
1.052,9.159341222
1.053,9.159290524
1.054,9.159211077
1.055,9.159102217
1.056,9.158960197
1.057,9.158904999
1.058,9.158701657
1.059,9.15859985
1.06,9.158573129
1.061,9.158396256
1.062,9.15839979
1.063,9.158278501
1.064,9.158086485
1.065,9.158118413
1.066,9.158040854
1.067,9.158069635
1.068,9.157855071
1.069,9.157762777
1.07,9.157722491
1.071,9.1576042
1.072,9.15756703
1.073,9.157346793
1.074,9.157107823
1.075,9.156971754
1.076,9.156713474
1.077,9.156452782
1.078,9.156423954
1.079,9.156088264
1.08,9.156023964
1.081,9.155927672
1.082,9.155719072
1.083,9.155564071
1.084,9.155491717
1.085,9.155399564
1.086,9.155342808
1.087,9.155172092
1.088,9.155100765
1.089,9.155103648
1.09,9.155084759
1.091,9.154792693
1.092,9.154914932
1.093,9.154747726
1.094,9.154586455
1.095,9.154522823
1.096,9.154394875
1.097,9.154510154
1.098,9.154302721
1.099,9.15426447
1.1,9.154123916
1.101,9.153944808
1.102,9.153763619
1.103,9.153628588
1.104,9.153549366
1.105,9.15325318
1.106,9.153031695
1.107,9.152684525
1.108,9.15264794
1.109,9.152395858
1.11,9.152155408
1.111,9.152067701
1.112,9.15195119
1.113,9.151863618
1.114,9.151691181
1.115,9.15155654
1.116,9.151500564
1.117,9.151339172
1.118,9.151109664
1.119,9.151079102
1.12,9.151065522
1.121,9.151013565
1.122,9.150944584
1.123,9.150717181
1.124,9.150582534
1.125,9.150570687
1.126,9.150355766
1.127,9.150208712
1.128,9.150042556
1.129,9.149863593
1.13,9.149601343
1.131,9.149424114
1.132,9.149152498
1.133,9.148832204
1.134,9.14868156
1.135,9.148431127
1.136,9.148200368
1.137,9.147989992
1.138,9.147862517
1.139,9.147588021
1.14,9.147338506
1.141,9.147366385
1.142,9.14721984
1.143,9.147134926
1.144,9.146895274
1.145,9.146819145
1.146,9.146710769
1.147,9.146659401
1.148,9.146581527
1.149,9.146461797
1.15,9.146426934
1.151,9.146493511
1.152,9.146275147
1.153,9.146037639
1.154,9.146000325
1.155,9.145812727
1.156,9.145690441
1.157,9.145463764
1.158,9.145158701
1.159,9.145032788
1.16,9.14479749
1.161,9.144469169
1.162,9.144241292
1.163,9.144017962
1.164,9.143727063
1.165,9.143382985
1.166,9.143291936
1.167,9.143079311
1.168,9.142953292
1.169,9.142766699
1.17,9.142667592
1.171,9.142354983
1.172,9.142290991
1.173,9.142224017
1.174,9.142155242
1.175,9.141936056
1.176,9.14194988
1.177,9.14182249
1.178,9.141721736
1.179,9.141533445
1.18,9.141482687
1.181,9.141218298
1.182,9.140942905
1.183,9.140804685
1.184,9.140723072
1.185,9.140284916
1.186,9.140051887
1.187,9.139727308
1.188,9.139407906
1.189,9.139326906
1.19,9.138970004
1.191,9.138620081
1.192,9.138321629
1.193,9.138221675
1.194,9.138043391
1.195,9.137854027
1.196,9.137605646
1.197,9.13753238
1.198,9.13750799
1.199,9.137330025
1.2,9.137241152
1.201,9.137210866
1.202,9.137046616
1.203,9.136903727
1.204,9.136770417
1.205,9.136662561
1.206,9.136527875
1.207,9.136424827
1.208,9.136234015
1.209,9.136038614
1.21,9.135664651
1.211,9.135341194
1.212,9.135002458
1.213,9.134679771
1.214,9.134573543
1.215,9.13421968
1.216,9.133826299
1.217,9.133572865
1.218,9.133230201
1.219,9.133108168
1.22,9.13283352
1.221,9.13261005
1.222,9.132429142
1.223,9.132246159
1.224,9.132292344
1.225,9.132174916
1.226,9.131997199
1.227,9.131872686
1.228,9.13175638
1.229,9.131739442
1.23,9.131589067
1.231,9.131603563
1.232,9.131473286
1.233,9.131307643
1.234,9.131115667
1.235,9.130810288
1.236,9.130664342
1.237,9.130439569
1.238,9.130119198
1.239,9.129613618
1.24,9.129310559
1.241,9.128903389
1.242,9.128442381
1.243,9.128121386
1.244,9.127678151
1.245,9.127567386
1.246,9.127181043
1.247,9.126763749
1.248,9.12626379
1.249,9.125978217
1.25,9.125877967
1.251,9.125731682
1.252,9.125545166
1.253,9.125420317
1.254,9.125242164
1.255,9.125089237
1.256,9.12492054
1.257,9.124789008
1.258,9.124678682
1.259,9.124405911
1.26,9.124335741
1.261,9.124157604
1.262,9.124043164
1.263,9.123873791
1.264,9.123481886
1.265,9.123075037
1.266,9.122748396
1.267,9.122339996
1.268,9.12192671
1.269,9.121526925
1.27,9.121229654
1.271,9.120840032
1.272,9.120457591
1.273,9.120294554
1.274,9.119976988
1.275,9.11962638
1.276,9.119271214
1.277,9.119021369
1.278,9.118734466
1.279,9.118650637
1.28,9.118556658
1.281,9.118428377
1.282,9.118389911
1.283,9.118131739
1.284,9.118165156
1.285,9.118062649
1.286,9.117860626
1.287,9.117815437
1.288,9.117622905
1.289,9.11761715
1.29,9.117323951
1.291,9.11708419
1.292,9.116898226
1.293,9.116560692
1.294,9.116225313
1.295,9.115825268
1.296,9.115431616
1.297,9.115061995
1.298,9.11465897
1.299,9.114423838
1.3,9.113938155
1.301,9.113601373
1.302,9.113308757
1.303,9.112921551
1.304,9.112778554
1.305,9.112487191
1.306,9.11226994
1.307,9.111981472
1.308,9.111746275
1.309,9.111565266
1.31,9.111318522
1.311,9.1112135
1.312,9.111136334
1.313,9.111079121
1.314,9.110937358
1.315,9.110648454
1.316,9.110487668
1.317,9.110256307
1.318,9.110086597
1.319,9.109888903
1.32,9.109612657
1.321,9.109271172
1.322,9.108994086
1.323,9.108709789
1.324,9.108315679
1.325,9.10809381
1.326,9.107685826
1.327,9.107439379
1.328,9.107113513
1.329,9.10700566
1.33,9.106661317
1.331,9.106458013
1.332,9.106332142
1.333,9.1058725
1.334,9.105878628
1.335,9.105727486
1.336,9.105506577
1.337,9.105334786
1.338,9.105280197
1.339,9.104965661
1.34,9.104932927
1.341,9.104783946
1.342,9.104654403
1.343,9.104582659
1.344,9.104535972
1.345,9.104351178
1.346,9.104138742
1.347,9.103987187
1.348,9.103758666
1.349,9.103564591
1.35,9.10335589
1.351,9.10312984
1.352,9.102815668
1.353,9.102548874
1.354,9.102362469
1.355,9.102068154
1.356,9.101779065
1.357,9.101523347
1.358,9.10145867
1.359,9.101140692
1.36,9.100956505
1.361,9.100842747
1.362,9.10071656
1.363,9.100649872
1.364,9.100591404
1.365,9.100684669
1.366,9.100367334
1.367,9.100387195
1.368,9.100304183
1.369,9.100190426
1.37,9.100078208
1.371,9.099850217
1.372,9.099771482
1.373,9.099713817
1.374,9.099412027
1.375,9.099288992
1.376,9.099071087
1.377,9.098736723
1.378,9.098551393
1.379,9.098341404
1.38,9.09816938
1.381,9.097950912
1.382,9.09762643
1.383,9.097479191
1.384,9.097288208
1.385,9.097117875
1.386,9.09686458
1.387,9.096822886
1.388,9.096620994
1.389,9.096606804
1.39,9.096557748
1.391,9.096376033
1.392,9.096233374
1.393,9.096088127
1.394,9.096187115
1.395,9.095986387
1.396,9.095833263
1.397,9.095833861
1.398,9.095656937
1.399,9.095541326
1.4,9.095433259
1.401,9.095261021
1.402,9.095154849
1.403,9.09504333
1.404,9.094832996
1.405,9.094657755
