t_contact_s,theta_err_t1_deg
1.395,8.781347654
1.396,8.779832525
1.397,8.778074271
1.398,8.776559987
1.399,8.775079105
1.4,8.773882484
1.401,8.772804231
1.402,8.771816683
1.403,8.771215004
1.404,8.770821496
1.405,8.770046862
1.406,8.769520604
1.407,8.7689639
1.408,8.768233128
1.409,8.76764259
1.41,8.767001249
1.411,8.766160988
1.412,8.765311845
1.413,8.764301721
1.414,8.763245063
1.415,8.761942046
1.416,8.760358676
1.417,8.75888062
1.418,8.75737385
1.419,8.755844822
1.42,8.754231974
1.421,8.752610455
1.422,8.750948562
1.423,8.749137525
1.424,8.747412149
1.425,8.745719894
1.426,8.744162924
1.427,8.742687807
1.428,8.741420174
1.429,8.740311272
1.43,8.739309116
1.431,8.73838969
1.432,8.737452876
1.433,8.736744323
1.434,8.735890095
1.435,8.734871672
1.436,8.734178691
1.437,8.733286358
1.438,8.73246581
1.439,8.731702805
1.44,8.730598263
1.441,8.729474986
1.442,8.727937845
1.443,8.726403812
1.444,8.724800067
1.445,8.722918999
1.446,8.721126391
1.447,8.719231629
1.448,8.717327378
1.449,8.715502362
1.45,8.713438772
1.451,8.711647248
1.452,8.709655948
1.453,8.707741719
1.454,8.705987552
1.455,8.704302811
1.456,8.702880361
1.457,8.701478818
1.458,8.700339976
1.459,8.699367238
1.46,8.698398571
1.461,8.697508577
1.462,8.696486071
1.463,8.69545147
1.464,8.69451779
1.465,8.693320723
1.466,8.692232302
1.467,8.691158481
1.468,8.689926754
1.469,8.688568174
1.47,8.686778036
1.471,8.685023409
1.472,8.683096975
1.473,8.680988561
1.474,8.67894922
1.475,8.676868463
1.476,8.674772241
1.477,8.67262274
1.478,8.670302946
1.479,8.667909049
1.48,8.665723377
1.481,8.663595531
1.482,8.661601828
1.483,8.659672557
1.484,8.657994236
1.485,8.656284292
1.486,8.654847371
1.487,8.653503131
1.488,8.652094047
1.489,8.650819756
1.49,8.649572211
1.491,8.648365279
1.492,8.646955265
1.493,8.645750717
1.494,8.644312367
1.495,8.642968017
1.496,8.641203708
1.497,8.639184339
1.498,8.637034821
1.499,8.634628555
1.5,8.632507878
1.501,8.629983536
1.502,8.627381153
1.503,8.624959161
1.504,8.622349244
1.505,8.619750785
1.506,8.617206144
1.507,8.614391193
1.508,8.61173592
1.509,8.609266059
1.51,8.606946945
1.511,8.604980741
1.512,8.603035978
1.513,8.601261557
1.514,8.599611956
1.515,8.59813596
1.516,8.596553243
1.517,8.594942824
1.518,8.593468663
1.519,8.591800166
1.52,8.590457425
1.521,8.588614804
1.522,8.586811097
1.523,8.584829022
1.524,8.582322148
1.525,8.579653035
1.526,8.577010913
1.527,8.574106945
1.528,8.571244835
1.529,8.56814845
1.53,8.564901126
1.531,8.561882817
1.532,8.558618222
1.533,8.555253101
1.534,8.552269494
1.535,8.549059767
1.536,8.546228303
1.537,8.543490247
1.538,8.541071497
1.539,8.538730089
1.54,8.536561128
1.541,8.53455057
1.542,8.532751437
1.543,8.530917775
1.544,8.529194874
1.545,8.527486286
1.546,8.525632297
1.547,8.523910851
1.548,8.521834753
1.549,8.519709756
1.55,8.517291407
1.551,8.514552314
1.552,8.511687139
1.553,8.508729297
1.554,8.505597003
1.555,8.502163952
1.556,8.498778839
1.557,8.495334313
1.558,8.491587803
1.559,8.488049604
1.56,8.484276226
1.561,8.480424619
1.562,8.476850463
1.563,8.47354593
1.564,8.47053745
1.565,8.467913862
1.566,8.465303561
1.567,8.462768759
1.568,8.460542894
1.569,8.458548614
1.57,8.456690548
1.571,8.454676104
1.572,8.452738702
1.573,8.450753132
1.574,8.448727485
1.575,8.446520668
1.576,8.444076202
1.577,8.441496963
1.578,8.43867446
1.579,8.435595274
1.58,8.432507859
1.581,8.429173075
1.582,8.425798464
1.583,8.422293692
1.584,8.418929849
1.585,8.415668536
1.586,8.411971808
1.587,8.408391522
1.588,8.404785305
1.589,8.40133512
1.59,8.398124976
1.591,8.395087757
1.592,8.3922386
1.593,8.389467996
1.594,8.387097191
1.595,8.38483846
1.596,8.382658721
1.597,8.380797465
1.598,8.378749759
1.599,8.376748761
1.6,8.374748575
1.601,8.372859852
1.602,8.37079167
1.603,8.368639293
1.604,8.366357709
1.605,8.363619423
1.606,8.360802386
1.607,8.357870567
1.608,8.355026508
1.609,8.35189753
1.61,8.34870329
1.611,8.345595044
1.612,8.34239388
1.613,8.339160824
1.614,8.335671434
1.615,8.332246483
1.616,8.32880658
1.617,8.32575153
1.618,8.322708044
1.619,8.319956476
1.62,8.317336015
1.621,8.314949283
1.622,8.312652446
1.623,8.310467753
1.624,8.30859929
1.625,8.306407864
1.626,8.304278661
1.627,8.302079765
1.628,8.299983174
1.629,8.297789015
1.63,8.295518454
1.631,8.293042766
1.632,8.290293709
1.633,8.28733777
1.634,8.284310575
1.635,8.281027143
1.636,8.277715418
1.637,8.274266922
1.638,8.270695107
1.639,8.267160926
1.64,8.263455671
1.641,8.259848211
1.642,8.256106882
1.643,8.252421108
1.644,8.248962296
1.645,8.245822401
1.646,8.242917581
1.647,8.240355223
1.648,8.237865781
1.649,8.235640896
1.65,8.233768809
1.651,8.231955912
1.652,8.230127918
1.653,8.228150266
1.654,8.226321979
1.655,8.224427766
1.656,8.222416481
1.657,8.220305549
1.658,8.217995403
1.659,8.215388109
1.66,8.212486902
1.661,8.209680129
1.662,8.206791357
1.663,8.203738184
1.664,8.200519316
1.665,8.197272573
1.666,8.193961162
1.667,8.190690557
1.668,8.187205839
1.669,8.183789435
1.67,8.180437528
1.671,8.177124395
1.672,8.174134835
1.673,8.171574196
1.674,8.168893622
1.675,8.166625989
1.676,8.164440477
1.677,8.162443919
1.678,8.160489572
1.679,8.158445871
1.68,8.156541241
1.681,8.154474173
1.682,8.152502623
1.683,8.150535688
1.684,8.148411182
1.685,8.14590499
1.686,8.143270374
1.687,8.140551715
1.688,8.137692276
1.689,8.134574735
1.69,8.131178677
1.691,8.127981272
1.692,8.124843643
1.693,8.121665077
1.694,8.11841167
1.695,8.115139463
1.696,8.111909574
1.697,8.108554698
1.698,8.105507673
1.699,8.102804672
1.7,8.100226207
1.701,8.097979896
1.702,8.095857736
1.703,8.09403979
1.704,8.092227721
1.705,8.090399267
1.706,8.088649696
1.707,8.086981094
1.708,8.085006784
1.709,8.083095962
1.71,8.081022279
1.711,8.078973103
1.712,8.076615237
1.713,8.073785668
1.714,8.071187079
1.715,8.068229473
1.716,8.065064781
1.717,8.062006592
1.718,8.058819504
1.719,8.055502183
1.72,8.052244983
1.721,8.049125071
1.722,8.045937646
1.723,8.04245541
1.724,8.039555211
1.725,8.036494646
1.726,8.033844786
1.727,8.031532489
1.728,8.029316679
1.729,8.027378821
1.73,8.025586482
1.731,8.023782122
1.732,8.022062763
1.733,8.020084189
1.734,8.018196579
1.735,8.01628055
1.736,8.014430262
1.737,8.012287624
1.738,8.009974411
1.739,8.007559626
1.74,8.004698406
1.741,8.001660297
1.742,7.998407498
1.743,7.995018276
1.744,7.991545679
1.745,7.988166017
1.746,7.984566063
1.747,7.981138121
1.748,7.97747771
1.749,7.973856733
1.75,7.970306187
1.751,7.96704996
1.752,7.964145601
1.753,7.961485822
1.754,7.958966341
1.755,7.956865069
1.756,7.954918676
1.757,7.952961985
1.758,7.951071318
1.759,7.949143897
1.76,7.947134107
1.761,7.944895293
1.762,7.943059129
1.763,7.940965018
1.764,7.938585217
1.765,7.936128314
1.766,7.933171181
1.767,7.930023098
1.768,7.926663381
1.769,7.922997362
1.77,7.919619749
1.771,7.91581415
1.772,7.912236014
1.773,7.90870585
1.774,7.904985611
1.775,7.901259468
1.776,7.897455773
1.777,7.893916606
1.778,7.890524704
1.779,7.887302495
1.78,7.88444391
1.781,7.88181975
1.782,7.879442047
1.783,7.877329523
1.784,7.875260676
1.785,7.873063119
1.786,7.87089156
1.787,7.868683046
1.788,7.866397769
1.789,7.864066612
1.79,7.861660511
1.791,7.859026009
1.792,7.85605242
1.793,7.852747344
1.794,7.849121068
1.795,7.84545567
1.796,7.841728243
1.797,7.837782656
1.798,7.83368858
1.799,7.829687582
1.8,7.825535091
1.801,7.82129185
1.802,7.816825117
1.803,7.812698914
1.804,7.808525715
1.805,7.804587273
1.806,7.801282629
1.807,7.798128159
1.808,7.795157772
1.809,7.792483559
1.81,7.790210293
1.811,7.787862265
1.812,7.785382198
1.813,7.783116284
1.814,7.780751369
1.815,7.778332945
1.816,7.775692621
1.817,7.772944965
1.818,7.770140353
1.819,7.766813021
1.82,7.76314772
1.821,7.759272115
1.822,7.755627359
1.823,7.75160742
1.824,7.747496581
1.825,7.743564593
1.826,7.739268816
1.827,7.734998121
1.828,7.730428862
1.829,7.725852684
1.83,7.721424449
1.831,7.717302483
1.832,7.71337771
1.833,7.709828587
1.834,7.706482861
1.835,7.703391394
1.836,7.700787602
1.837,7.698297757
1.838,7.69575585
1.839,7.693108147
1.84,7.690793171
1.841,7.688359257
1.842,7.68549706
1.843,7.682832926
1.844,7.679811763
1.845,7.676524455
1.846,7.672974723
1.847,7.669005353
1.848,7.664841939
1.849,7.660796801
1.85,7.656490285
1.851,7.652073241
1.852,7.647793839
1.853,7.643391581
1.854,7.638889649
1.855,7.634135648
1.856,7.629823671
1.857,7.625145442
1.858,7.620886267
1.859,7.616964967
1.86,7.613335452
1.861,7.610127841
1.862,7.607100529
1.863,7.604136477
1.864,7.601655507
1.865,7.598866772
1.866,7.596471358
1.867,7.593788258
1.868,7.5911401
1.869,7.588447736
1.87,7.585665436
1.871,7.582784419
1.872,7.579407234
1.873,7.57578426
1.874,7.572120239
1.875,7.568094669
1.876,7.563792452
1.877,7.559583883
1.878,7.555235338
1.879,7.55093574
1.88,7.546697067
1.881,7.54204903
1.882,7.537307461
1.883,7.532419546
1.884,7.527744485
1.885,7.523048852
1.886,7.518933201
1.887,7.515085279
1.888,7.511258896
1.889,7.507879676
1.89,7.504746822
1.891,7.501880127
1.892,7.499166036
1.893,7.496526775
1.894,7.493965822
1.895,7.491197803
1.896,7.488668623
1.897,7.485829235
1.898,7.482892859
1.899,7.479637556
1.9,7.476211461
1.901,7.472535044
1.902,7.468531091
1.903,7.464397651
1.904,7.460251657
1.905,7.455980075
1.906,7.451429115
1.907,7.446861719
1.908,7.442311957
1.909,7.437485922
1.91,7.432557204
1.911,7.427736295
1.912,7.423264313
1.913,7.418827037
1.914,7.414608028
1.915,7.410877218
1.916,7.407593865
1.917,7.40439983
1.918,7.40158552
1.919,7.399047674
1.92,7.396564083
1.921,7.393969951
1.922,7.391523157
1.923,7.389044149
1.924,7.38645962
1.925,7.383563105
1.926,7.380455523
1.927,7.377132791
1.928,7.373580934
1.929,7.369589175
1.93,7.365656195
1.931,7.361596694
1.932,7.357552833
1.933,7.353106571
1.934,7.34875356
1.935,7.344366261
1.936,7.339894882
1.937,7.335273489
1.938,7.330899791
1.939,7.326510829
1.94,7.322606669
1.941,7.318794683
1.942,7.315382813
1.943,7.312256978
1.944,7.30940745
1.945,7.306625032
1.946,7.304299012
1.947,7.30185135
1.948,7.299654383
1.949,7.29709198
1.95,7.294642628
1.951,7.292149793
1.952,7.289310309
1.953,7.28603145
1.954,7.282577719
1.955,7.27890962
1.956,7.275092589
1.957,7.271175348
1.958,7.26711132
1.959,7.262790366
1.96,7.258393719
1.961,7.253833295
1.962,7.249166731
1.963,7.244464935
1.964,7.239912955
1.965,7.235447734
1.966,7.231285244
1.967,7.227381593
1.968,7.223459275
1.969,7.219873008
1.97,7.216230327
1.971,7.212902425
1.972,7.209546478
1.973,7.206456071
1.974,7.20318592
1.975,7.200168333
1.976,7.197149672
1.977,7.193886876
1.978,7.190457076
1.979,7.186566202
1.98,7.181868729
1.981,7.176926701
1.982,7.171741586
1.983,7.166006338
1.984,7.159940658
1.985,7.153351797
1.986,7.146273301
1.987,7.138601697
1.988,7.13074024
1.989,7.122598729
1.99,7.114163997
1.991,7.105515698
1.992,7.096866683
1.993,7.088523576
1.994,7.080116773
1.995,7.071865436
1.996,7.063676887
1.997,7.055749742
1.998,7.048093606
1.999,7.040682019
2,7.033087837
2.001,7.025446244
2.002,7.018026302
2.003,7.010544783
2.004,7.002824814
2.005,6.994710668
2.006,6.986444907
2.007,6.977554605
2.008,6.968758961
2.009,6.959326214
2.01,6.949707339
2.011,6.939703026
2.012,6.929486555
2.013,6.918738161
2.014,6.90734121
2.015,6.896285474
2.016,6.884782359
2.017,6.872957679
2.018,6.861585396
2.019,6.850519374
2.02,6.839393352
2.021,6.828751516
2.022,6.818269393
2.023,6.807997266
2.024,6.797680407
2.025,6.78780011
2.026,6.778202854
2.027,6.768531838
2.028,6.759445555
2.029,6.749952251
2.03,6.740421101
2.031,6.730637556
2.032,6.720811609
2.033,6.710791595
2.034,6.700593902
2.035,6.690082348
2.036,6.679744609
2.037,6.668810078
2.038,6.657647699
2.039,6.646458257
2.04,6.634976825
2.041,6.62335835
2.042,6.611558677
2.043,6.599591762
2.044,6.58783678
2.045,6.576243589
2.046,6.564777752
2.047,6.553150215
2.048,6.541636336
2.049,6.530550584
2.05,6.519232443
2.051,6.508167704
2.052,6.496898145
2.053,6.48558877
2.054,6.474665941
2.055,6.46332627
2.056,6.451928558
2.057,6.440449849
2.058,6.428517296
2.059,6.416439776
2.06,6.403831383
2.061,6.391075231
2.062,6.377962741
2.063,6.364623446
2.064,6.351105513
2.065,6.337242284
2.066,6.323548301
2.067,6.309432942
2.068,6.295106453
2.069,6.280615702
2.07,6.266474333
2.071,6.252392254
2.072,6.238544537
2.073,6.224804911
2.074,6.210946535
2.075,6.197537097
2.076,6.184270878
2.077,6.171016284
2.078,6.157982038
2.079,6.144516274
2.08,6.131455887
2.081,6.118645862
2.082,6.105460335
2.083,6.092355658
2.084,6.079136012
2.085,6.065715581
2.086,6.052454829
2.087,6.038849856
2.088,6.025178221
2.089,6.011034195
2.09,5.996944611
2.091,5.982896232
2.092,5.968281759
2.093,5.95394751
2.094,5.939504153
2.095,5.925111367
2.096,5.910758162
2.097,5.89625978
2.098,5.882147633
2.099,5.867572701
2.1,5.853558402
2.101,5.839428394
2.102,5.825299861
2.103,5.811353998
2.104,5.797033267
2.105,5.783018346
2.106,5.768867194
2.107,5.754527572
2.108,5.740241584
2.109,5.725546574
2.11,5.711207603
2.111,5.696692647
2.112,5.682096804
2.113,5.667391493
2.114,5.652578871
2.115,5.637695195
2.116,5.62286235
2.117,5.607884437
2.118,5.592754731
2.119,5.57826877
2.12,5.563270636
2.121,5.54879527
2.122,5.534266818
2.123,5.519717426
2.124,5.505511807
2.125,5.490860351
2.126,5.476583505
2.127,5.462440903
2.128,5.448486202
2.129,5.434240784
2.13,5.420010963
2.131,5.405941886
2.132,5.391284129
2.133,5.376986566
2.134,5.36233016
2.135,5.347492735
2.136,5.332380037
2.137,5.316944819
2.138,5.301619318
2.139,5.285853401
2.14,5.270125277
2.141,5.253886588
2.142,5.237980175
2.143,5.221650419
2.144,5.205468126
2.145,5.188874803
2.146,5.172810241
2.147,5.156462631
2.148,5.140099568
2.149,5.124464974
2.15,5.108403935
2.151,5.092482213
2.152,5.076648636
2.153,5.060929852
2.154,5.045732191
2.155,5.030151541
2.156,5.014324081
2.157,4.999215967
2.158,4.983607988
2.159,4.968282193
2.16,4.952989874
2.161,4.937482697
2.162,4.922013951
2.163,4.906680646
2.164,4.890556094
2.165,4.874821889
2.166,4.858997904
2.167,4.843178047
2.168,4.827271078
2.169,4.811124198
2.17,4.795146802
2.171,4.77921564
2.172,4.763315804
2.173,4.746999724
2.174,4.731062514
2.175,4.714951183
2.176,4.698864583
2.177,4.68246611
2.178,4.666527189
2.179,4.650468245
2.18,4.634816118
2.181,4.618537516
2.182,4.602686019
2.183,4.587071514
2.184,4.57161663
2.185,4.555948205
2.186,4.540446388
2.187,4.524691778
2.188,4.509332905
2.189,4.493722901
2.19,4.478058521
2.191,4.462748598
2.192,4.447035871
2.193,4.431709679
2.194,4.415591136
2.195,4.400002964
2.196,4.384352505
2.197,4.368623702
2.198,4.352809666
2.199,4.337113026
2.2,4.32125233
2.201,4.30553436
2.202,4.289803361
2.203,4.273914891
2.204,4.258099022
2.205,4.241945775
2.206,4.225890457
2.207,4.20970728
2.208,4.193459275
2.209,4.177213832
2.21,4.16095891
2.211,4.144402806
2.212,4.127986757
2.213,4.111227568
2.214,4.094638767
2.215,4.077961576
2.216,4.061579896
2.217,4.044749663
2.218,4.028121642
2.219,4.011183558
2.22,3.994511352
2.221,3.978163664
2.222,3.961330183
2.223,3.944669247
2.224,3.928354703
2.225,3.911846575
2.226,3.895436675
2.227,3.879107756
2.228,3.862770228
2.229,3.846368988
2.23,3.82980864
2.231,3.81323402
2.232,3.796826096
2.233,3.780220004
2.234,3.764035997
2.235,3.747526287
2.236,3.731163185
2.237,3.71486882
2.238,3.6983132
2.239,3.681993532
2.24,3.665498417
2.241,3.648717877
2.242,3.63240495
2.243,3.615814764
2.244,3.599059326
2.245,3.582782481
2.246,3.566132241
2.247,3.549790903
2.248,3.533277888
2.249,3.516613857
2.25,3.50043596
2.251,3.484271751
2.252,3.468299331
2.253,3.452022277
2.254,3.436091794
2.255,3.420211647
2.256,3.40412441
2.257,3.388361809
2.258,3.372470936
2.259,3.356415584
2.26,3.340682
2.261,3.324734192
2.262,3.30907056
2.263,3.293033788
2.264,3.277452392
2.265,3.261765499
2.266,3.24557919
2.267,3.229368281
2.268,3.21338875
2.269,3.197017077
2.27,3.180984761
2.271,3.164349202
2.272,3.147910048
2.273,3.131346189
2.274,3.114732754
2.275,3.098200982
2.276,3.081306817
2.277,3.064195292
2.278,3.047856992
2.279,3.030961947
2.28,3.01412213
2.281,2.997561416
2.282,2.980942867
2.283,2.964425952
2.284,2.948067578
2.285,2.931527852
2.286,2.915215895
2.287,2.898553867
2.288,2.882598265
2.289,2.866030403
2.29,2.849851067
2.291,2.833860236
2.292,2.817703546
2.293,2.801530575
2.294,2.785448289
2.295,2.769060239
2.296,2.75294766
2.297,2.736414379
2.298,2.719999532
2.299,2.703714745
2.3,2.687720501
2.301,2.671611682
2.302,2.655541716
2.303,2.639105143
2.304,2.622816888
2.305,2.606374122
2.306,2.590084969
2.307,2.573535828
2.308,2.557213381
2.309,2.541234542
2.31,2.524969551
2.311,2.508832773
2.312,2.492952129
2.313,2.4768983
2.314,2.461166269
2.315,2.445104634
2.316,2.4292828
2.317,2.413665695
2.318,2.398068362
2.319,2.382661349
2.32,2.367258511
2.321,2.351686736
2.322,2.336295746
2.323,2.32070659
2.324,2.305301873
2.325,2.289647631
2.326,2.274055303
2.327,2.258537477
2.328,2.242849385
2.329,2.22744544
2.33,2.211783475
2.331,2.196277912
2.332,2.180670996
2.333,2.165049307
2.334,2.148985681
2.335,2.133210253
2.336,2.116889837
2.337,2.101151254
2.338,2.08484841
2.339,2.069081785
2.34,2.052973482
2.341,2.036841813
2.342,2.020750087
2.343,2.004581101
2.344,1.98824921
2.345,1.972388949
2.346,1.956382488
2.347,1.940500012
2.348,1.924717275
2.349,1.908958976
2.35,1.8933579
2.351,1.877973632
2.352,1.862128139
2.353,1.84677073
2.354,1.831583476
2.355,1.816418115
2.356,1.801437668
2.357,1.786111379
2.358,1.771321672
2.359,1.756156134
2.36,1.741347745
2.361,1.72651045
2.362,1.711520097
2.363,1.696722802
2.364,1.68257652
2.365,1.667951755
2.366,1.653960127
2.367,1.639912329
2.368,1.626289725
2.369,1.613004395
2.37,1.599478236
2.371,1.58651235
2.372,1.573628373
2.373,1.561095957
2.374,1.548662105
2.375,1.536383523
2.376,1.524932222
2.377,1.513562016
2.378,1.502450613
2.379,1.491748706
2.38,1.4811851
2.381,1.471240068
2.382,1.46158271
2.383,1.452167823
2.384,1.443190029
2.385,1.434485075
2.386,1.426261121
2.387,1.41831457
2.388,1.410270332
2.389,1.403121736
2.39,1.396170018
2.391,1.389855754
2.392,1.383602096
2.393,1.377688869
2.394,1.372290779
2.395,1.367216132
2.396,1.362408859
2.397,1.357837089
2.398,1.353554979
2.399,1.349547904
2.4,1.345820854
2.401,1.342342009
2.402,1.339376646
2.403,1.336643221
2.404,1.334177013
2.405,1.331898216
2.406,1.329862094
2.407,1.328290877
2.408,1.32680159
2.409,1.32582937
2.41,1.325010814
2.411,1.324540533
2.412,1.32421687
2.413,1.32429039
2.414,1.324646709
2.415,1.325070654
2.416,1.325563478
2.417,1.326421151
2.418,1.327253521
2.419,1.328092521
2.42,1.328880939
2.421,1.329893849
2.422,1.330573451
2.423,1.331469597
2.424,1.332299339
2.425,1.332997603
2.426,1.333821667
2.427,1.334743941
2.428,1.335409322
2.429,1.336122821
2.43,1.336864429
2.431,1.337646425
2.432,1.338443335
2.433,1.339082859
2.434,1.339816214
2.435,1.340529024
2.436,1.34121897
2.437,1.341788293
2.438,1.34241604
2.439,1.343272386
2.44,1.343942347
2.441,1.344761027
2.442,1.345606834
2.443,1.346327246
2.444,1.347105043
2.445,1.348025454
2.446,1.348747873
2.447,1.3495048
2.448,1.350306735
2.449,1.351201863
2.45,1.352028288
2.451,1.352804869
2.452,1.353717559
2.453,1.354446085
2.454,1.355111887
2.455,1.355925025
2.456,1.356508141
2.457,1.357240209
2.458,1.357775415
2.459,1.358479629
2.46,1.359260647
2.461,1.359721599
2.462,1.360360493
2.463,1.361057234
2.464,1.361625541
2.465,1.362314081
2.466,1.363009055
2.467,1.363752799
2.468,1.364634816
2.469,1.365549233
2.47,1.366467459
2.471,1.367517788
2.472,1.368461728
2.473,1.369650249
2.474,1.370736337
2.475,1.371691218
2.476,1.37283713
2.477,1.373954055
2.478,1.374875311
2.479,1.376141829
2.48,1.377054776
2.481,1.37818245
2.482,1.37933194
2.483,1.380261787
2.484,1.381309367
2.485,1.382456814
2.486,1.383340394
2.487,1.384389824
2.488,1.385317159
2.489,1.38632596
2.49,1.387210968
2.491,1.388117864
2.492,1.389017852
2.493,1.389979826
2.494,1.390898687
2.495,1.391727132
2.496,1.392692543
2.497,1.393697423
2.498,1.394610999
2.499,1.39557936
2.5,1.396687614
2.501,1.397706834
2.502,1.398618502
2.503,1.399643942
2.504,1.400635089
2.505,1.401501277
2.506,1.402546239
2.507,1.403446424
2.508,1.40421028
2.509,1.40501568
2.51,1.40563133
2.511,1.406391568
2.512,1.406828235
2.513,1.407378241
2.514,1.407830067
2.515,1.408553162
2.516,1.409084794
2.517,1.409411901
2.518,1.409975816
2.519,1.410621231
2.52,1.411121576
2.521,1.411804515
2.522,1.412358674
2.523,1.413206382
2.524,1.413890827
2.525,1.414625678
2.526,1.415282435
2.527,1.415883123
2.528,1.416763221
2.529,1.417532242
2.53,1.418243646
2.531,1.418834039
2.532,1.419557574
2.533,1.420302157
2.534,1.420701308
2.535,1.421195832
2.536,1.421620518
2.537,1.421989527
2.538,1.422281715
2.539,1.422588499
2.54,1.423064508
2.541,1.423519591
2.542,1.423881315
2.543,1.424244521
2.544,1.424646198
2.545,1.424992458
2.546,1.425370053
2.547,1.425786825
2.548,1.426263733
2.549,1.426641911
2.55,1.426985945
2.551,1.42778241
2.552,1.42823996
2.553,1.428965326
2.554,1.429362359
2.555,1.430145553
2.556,1.43066082
2.557,1.43098414
2.558,1.431718596
2.559,1.432156326
2.56,1.43253086
2.561,1.432922934
2.562,1.433294231
2.563,1.433544009
2.564,1.433708212
2.565,1.433978982
2.566,1.434026404
2.567,1.434296136
2.568,1.434468107
2.569,1.434649123
2.57,1.434984514
2.571,1.435170128
2.572,1.435350694
2.573,1.435510801
2.574,1.435891846
2.575,1.436303034
2.576,1.436497502
2.577,1.436849435
2.578,1.437246885
2.579,1.437677904
2.58,1.438133353
2.581,1.438608903
2.582,1.438858852
2.583,1.439312916
2.584,1.439656487
2.585,1.440098129
2.586,1.440434657
2.587,1.440789489
2.588,1.44099598
2.589,1.441258406
2.59,1.441386108
2.591,1.441412947
2.592,1.441496869
2.593,1.441652115
2.594,1.441850031
2.595,1.441926981
2.596,1.441988459
2.597,1.442161443
2.598,1.44227157
2.599,1.442404748
2.6,1.4426265
2.601,1.442788853
2.602,1.443032629
2.603,1.443441056
2.604,1.443716284
2.605,1.444003775
2.606,1.444267205
2.607,1.444615716
2.608,1.444977643
2.609,1.445433895
2.61,1.445776109
2.611,1.446192802
2.612,1.446571012
2.613,1.446930571
2.614,1.447149935
2.615,1.447354046
2.616,1.447360837
2.617,1.447505358
2.618,1.447546847
2.619,1.44756915
2.62,1.44766276
2.621,1.447794242
2.622,1.44786848
2.623,1.448003329
2.624,1.448318878
2.625,1.448337521
2.626,1.44855202
2.627,1.448658834
2.628,1.448893064
2.629,1.449031731
2.63,1.449360397
2.631,1.449593248
2.632,1.44984712
2.633,1.450160138
2.634,1.450333422
2.635,1.450629379
2.636,1.450833369
2.637,1.450988937
2.638,1.4511776
2.639,1.451493806
2.64,1.451685203
2.641,1.451716497
2.642,1.451842681
2.643,1.451859363
2.644,1.451888742
2.645,1.451747601
2.646,1.45188247
2.647,1.451879236
2.648,1.451996883
2.649,1.451973925
2.65,1.452136544
2.651,1.452252718
2.652,1.452365287
2.653,1.452607776
2.654,1.45267121
2.655,1.45282815
2.656,1.453058714
2.657,1.45337279
2.658,1.453416639
2.659,1.453658061
2.66,1.453891691
2.661,1.454098976
2.662,1.454392893
2.663,1.454562126
2.664,1.454832281
2.665,1.455017903
2.666,1.455349294
2.667,1.455323867
2.668,1.455325334
2.669,1.45554486
2.67,1.455552829
2.671,1.455545599
2.672,1.455480934
2.673,1.455511375
2.674,1.455566617
2.675,1.455746317
2.676,1.455783518
2.677,1.455879636
2.678,1.455998269
2.679,1.456180617
2.68,1.456304008
2.681,1.45644489
2.682,1.456676409
2.683,1.456815167
2.684,1.456868622
2.685,1.457013186
2.686,1.457081582
2.687,1.457258624
2.688,1.457441012
2.689,1.45771667
2.69,1.457865698
2.691,1.458103559
2.692,1.458331897
2.693,1.458630424
2.694,1.458887663
2.695,1.458817157
2.696,1.458873041
2.697,1.458782174
2.698,1.458708051
2.699,1.458748352
2.7,1.458848044
2.701,1.458789612
2.702,1.458913779
2.703,1.459078766
2.704,1.459146773
2.705,1.459304087
2.706,1.45940154
2.707,1.459486807
2.708,1.459730267
2.709,1.459806989
2.71,1.460035645
2.711,1.460133405
2.712,1.460267348
2.713,1.460444512
2.714,1.460563106
2.715,1.460726059
2.716,1.460862448
2.717,1.461024451
2.718,1.461180304
2.719,1.461333884
2.72,1.461533174
2.721,1.461626173
2.722,1.461641172
2.723,1.461640334
2.724,1.461473588
2.725,1.461428039
2.726,1.461435153
2.727,1.461445703
2.728,1.461466655
2.729,1.461642546
2.73,1.461895403
2.731,1.462002825
2.732,1.462174733
2.733,1.462241956
2.734,1.462283887
2.735,1.462505885
2.736,1.462610219
2.737,1.462647546
2.738,1.462751305
2.739,1.462988515
2.74,1.463150948
2.741,1.463293486
2.742,1.46333337
2.743,1.463486443
2.744,1.463683868
2.745,1.463890295
2.746,1.463974882
2.747,1.46400351
2.748,1.464142625
2.749,1.46421283
2.75,1.464080818
2.751,1.464048419
2.752,1.46408109
2.753,1.46416917
2.754,1.464278496
2.755,1.464280641
2.756,1.464390039
2.757,1.464435109
2.758,1.464490207
2.759,1.464436505
2.76,1.464549963
2.761,1.464736941
2.762,1.464902991
2.763,1.465083513
2.764,1.465133154
2.765,1.465315007
2.766,1.465485696
2.767,1.465524805
2.768,1.465795569
2.769,1.465953613
2.77,1.466194071
2.771,1.466471503
2.772,1.466710113
2.773,1.466968494
2.774,1.466944055
2.775,1.466993416
2.776,1.467131083
2.777,1.467050935
2.778,1.467131608
2.779,1.467082325
2.78,1.467134523
2.781,1.467301764
2.782,1.467323711
2.783,1.467435126
2.784,1.467534157
2.785,1.467654436
2.786,1.467791668
2.787,1.467773328
2.788,1.467927711
2.789,1.467995501
2.79,1.467993308
2.791,1.468095749
2.792,1.468182595
